rank,zdock_score,dockq
319,538.105,0.014
320,538.054,0.031
321,537.974,0.009
322,537.884,0.012
323,537.81,0.01
324,537.759,0.009
325,537.687,0.01
326,537.572,0.012
327,537.489,0.012
328,537.372,0.017
329,537.117,0.227
330,536.99,0.014
331,536.965,0.042
332,536.279,0.012
333,536.228,0.016
334,536.166,0.042
335,536.115,0.01
336,535.912,0.009
337,535.797,0.036
338,535.327,0.014
339,535.31,0.018
340,535.274,0.033
341,535.272,0.43
342,535.175,0.012
343,534.746,0.04
344,534.451,0.012
345,534.39,0.012
346,534.125,0.053
347,534.059,0.011
348,534.051,0.013
349,533.959,0.158
350,533.883,0.032
351,533.807,0.01
352,533.623,0.01
353,533.019,0.008
354,532.861,0.015
355,532.795,0.034
356,532.606,0.055
357,532.579,0.02
358,532.293,0.022
359,532.091,0.01
360,531.779,0.013
361,531.747,0.021
362,531.693,0.016
363,531.101,0.01
364,530.984,0.069
365,530.804,0.099
366,530.53,0.015
367,530.486,0.022
368,530.434,0.009
369,530.414,0.062
370,530.355,0.043
371,530.048,0.011
372,529.871,0.019
373,529.758,0.01
374,529.669,0.012
375,528.807,0.017
376,528.582,0.02
377,527.305,0.012
378,527.299,0.043
379,527.152,0.019
380,526.84,0.052
381,526.835,0.011
382,526.83,0.042
383,526.078,0.023
384,526.051,0.036
385,525.833,0.049
386,525.75,0.011
387,525.284,0.054
388,525.14,0.039
389,525.007,0.015
390,525.005,0.013
391,524.961,0.015
392,524.719,0.012
393,524.659,0.025
394,524.634,0.047
395,524.492,0.015
396,524.402,0.023
397,524.382,0.028
398,524.071,0.017
399,523.979,0.009
400,523.928,0.012
401,523.787,0.015
402,523.746,0.011
403,523.47,0.012
404,523.344,0.019
405,523.156,0.034
406,523.143,0.009
407,522.964,0.009
408,522.869,0.01
409,522.844,0.014
410,522.796,0.014
411,522.704,0.013
412,522.596,0.016
413,522.568,0.008
414,522.381,0.029
415,522.21,0.034
416,522.019,0.015
417,521.993,0.017
418,520.571,0.022
419,520.372,0.064
420,520.246,0.027
421,520.129,0.027
422,519.885,0.013
423,519.697,0.04
424,519.646,0.013
425,519.5,0.012
426,519.455,0.01
427,519.209,0.047
428,518.367,0.008
429,518.197,0.033
430,518.195,0.016
431,518.018,0.009
432,518.017,0.015
433,517.903,0.037
434,517.864,0.037
435,517.384,0.019
436,517.154,0.014
437,517.108,0.01
438,517.085,0.04
439,516.773,0.016
440,516.721,0.013
441,516.617,0.081
442,516.613,0.029
443,516.535,0.009
444,516.346,0.045
445,516.343,0.015
446,516.273,0.011
447,516.169,0.011
448,516.155,0.01
449,516.063,0.017
450,515.995,0.024
451,515.817,0.054
452,515.44,0.012
453,515.267,0.024
454,515.042,0.009
455,514.907,0.014
456,514.585,0.012
457,514.481,0.018
458,514.294,0.015
459,514.173,0.01
460,514.005,0.013
461,513.997,0.01
462,513.879,0.034
463,513.614,0.011
464,513.577,0.013
465,513.328,0.01
466,513.272,0.037
467,513.261,0.029
468,513.26,0.011
469,513.183,0.011
470,513.0,0.015
471,512.972,0.037
472,512.318,0.016
473,512.269,0.029
474,512.238,0.013
475,512.237,0.014
476,512.116,0.016
477,511.592,0.055
478,511.338,0.019
479,511.308,0.016
480,511.199,0.009
481,511.195,0.009
482,511.091,0.012
483,511.053,0.018
484,510.889,0.012
485,510.8,0.015
486,510.729,0.016
487,510.711,0.01
488,510.705,0.015
489,510.557,0.024
490,510.52,0.012
491,510.194,0.026
492,509.943,0.037
493,509.845,0.017
494,509.463,0.011
495,509.375,0.023
496,509.163,0.016
497,509.116,0.009
498,508.848,0.013
499,508.407,0.013
500,508.386,0.449
501,507.97,0.065
502,507.674,0.015
503,507.668,0.015
504,507.623,0.012
505,507.516,0.012
506,507.508,0.047
507,507.365,0.01
508,507.016,0.009
509,506.795,0.019
510,506.74,0.011
511,506.485,0.021
512,506.354,0.028
513,506.324,0.196
514,505.891,0.011
515,505.885,0.015
516,505.835,0.019
517,505.817,0.035
518,505.598,0.044
519,505.497,0.165
520,505.447,0.015
521,505.423,0.011
522,505.352,0.01
523,505.094,0.024
524,505.074,0.018
525,504.747,0.025
526,504.712,0.014
527,504.692,0.027
528,504.512,0.023
529,504.216,0.323
530,504.183,0.167
531,504.066,0.017
532,504.05,0.018
533,503.914,0.013
534,503.889,0.009
535,503.886,0.013
536,503.868,0.011
537,503.775,0.011
538,503.561,0.012
539,503.333,0.011
540,503.282,0.02
541,503.181,0.037
542,502.941,0.014
543,502.902,0.013
544,502.89,0.015
545,502.884,0.077
546,502.879,0.011
547,502.513,0.012
548,502.246,0.013
549,502.208,0.011
550,502.11,0.01
551,502.061,0.016
552,502.011,0.051
553,501.978,0.01
554,501.901,0.044
555,501.711,0.015
556,501.645,0.064
557,501.61,0.068
558,501.541,0.108
559,501.476,0.016
560,501.461,0.015
561,501.394,0.015
562,501.261,0.011
563,500.945,0.019
564,500.833,0.017
565,500.773,0.016
566,500.704,0.038
567,500.64,0.014
568,500.279,0.084
569,500.163,0.023
570,499.999,0.012
571,499.936,0.01
572,499.716,0.013
573,499.46,0.02
574,499.412,0.013
575,499.317,0.106
576,499.109,0.013
577,499.094,0.009
578,499.053,0.01
579,499.021,0.018
580,498.801,0.03
581,498.627,0.017
582,498.448,0.018
583,497.795,0.02
584,497.735,0.015
585,497.727,0.027
586,497.687,0.031
587,497.554,0.097
588,497.424,0.013
589,497.358,0.013
590,497.34,0.021
591,497.272,0.017
592,497.246,0.008
593,497.16,0.011
594,497.129,0.043
595,496.89,0.014
596,496.534,0.028
597,496.173,0.04
598,495.793,0.012
599,495.758,0.047
600,495.596,0.015
601,495.549,0.009
602,495.29,0.012
603,495.008,0.012
604,494.939,0.046
605,494.935,0.041
606,494.896,0.015
607,494.805,0.012
608,494.634,0.013
609,494.613,0.019
610,494.197,0.045
611,493.8,0.014
612,493.729,0.01
613,493.669,0.013
614,493.325,0.013
615,493.324,0.018
616,493.318,0.011
617,493.305,0.026
618,493.151,0.018
619,492.996,0.006
620,492.984,0.011
621,492.975,0.02
622,492.847,0.014
623,492.697,0.251
624,492.688,0.008
625,492.631,0.016
626,492.449,0.01
627,492.293,0.01
628,492.177,0.013
629,492.122,0.016
630,491.873,0.044
631,491.79,0.011
632,491.777,0.011
633,491.537,0.018
634,491.403,0.015
635,491.375,0.034
636,491.332,0.01
637,491.247,0.02
638,490.844,0.008
639,490.806,0.011
640,490.721,0.023
641,490.608,0.009
642,490.556,0.011
643,490.545,0.021
644,490.45,0.025
645,490.4,0.008
646,490.34,0.014
647,490.325,0.02
648,489.905,0.223
649,489.502,0.077
650,489.293,0.018
651,489.275,0.009
652,489.227,0.019
653,489.16,0.018
654,488.918,0.018
655,488.762,0.012
656,488.691,0.026
657,488.69,0.027
658,488.484,0.017
659,488.469,0.037
660,488.281,0.017
661,488.255,0.049
662,488.24,0.013
663,488.215,0.029
664,488.127,0.024
665,488.101,0.05
666,488.061,0.013
667,488.045,0.012
668,487.904,0.046
669,487.898,0.047
670,487.835,0.01
671,487.768,0.015
672,487.678,0.014
673,487.665,0.009
674,487.556,0.01
675,487.53,0.127
676,487.523,0.013
677,487.519,0.015
678,487.453,0.009
679,487.133,0.007
680,487.132,0.02
681,486.916,0.014
682,486.855,0.016
683,486.817,0.035
684,486.81,0.016
685,486.763,0.008
686,486.607,0.018
687,486.466,0.049
688,486.374,0.013
689,486.292,0.038
690,486.139,0.011
691,486.082,0.012
692,486.036,0.032
693,485.793,0.016
694,485.763,0.006
695,485.677,0.01
696,485.658,0.014
697,485.486,0.01
698,485.414,0.017
699,485.384,0.013
700,485.374,0.076
701,485.162,0.016
702,485.098,0.011
703,485.002,0.013
704,484.906,0.024
705,484.739,0.012
706,484.632,0.013
707,484.599,0.032
708,484.494,0.017
709,484.454,0.009
710,484.362,0.018
711,484.327,0.014
712,484.266,0.014
713,484.112,0.011
714,484.084,0.026
715,484.023,0.014
716,483.934,0.07
717,483.911,0.013
718,483.839,0.013
719,483.796,0.015
720,483.744,0.017
721,483.508,0.025
722,483.202,0.01
723,483.126,0.019
724,482.978,0.017
725,482.97,0.014
726,482.948,0.013
727,482.935,0.008
728,482.861,0.052
729,482.861,0.018
730,482.771,0.015
731,482.638,0.014
732,482.475,0.023
733,482.452,0.04
734,482.422,0.014
735,482.406,0.01
736,482.29,0.016
737,482.233,0.014
738,482.159,0.013
739,481.946,0.02
740,481.926,0.012
741,481.914,0.077
742,481.89,0.017
743,481.656,0.012
744,481.483,0.016
745,481.387,0.013
746,481.348,0.012
747,481.337,0.014
748,481.197,0.019
749,481.08,0.015
750,481.079,0.013
751,481.061,0.041
752,480.979,0.077
753,480.947,0.135
754,480.86,0.014
755,480.63,0.022
756,480.565,0.029
757,480.517,0.011
758,480.395,0.015
759,480.308,0.012
760,480.204,0.046
761,480.197,0.016
762,480.031,0.019
763,479.804,0.02
764,479.54,0.009
765,479.51,0.015
766,479.459,0.018
767,479.324,0.024
768,479.182,0.025
769,479.075,0.016
770,479.064,0.023
771,479.043,0.009
772,478.869,0.047
773,478.845,0.014
774,478.844,0.017
775,478.54,0.015
776,478.443,0.063
777,478.383,0.01
778,478.359,0.017
779,478.278,0.017
780,478.262,0.01
781,478.096,0.04
782,478.063,0.071
783,477.987,0.018
784,477.833,0.009
785,477.799,0.01
786,477.791,0.009
787,477.768,0.227
788,477.66,0.026
789,477.653,0.014
790,477.615,0.006
791,477.605,0.007
792,477.603,0.068
793,477.564,0.006
794,477.498,0.038
795,477.438,0.054
796,477.412,0.025
797,477.345,0.014
798,477.334,0.028
799,477.235,0.023
800,477.189,0.013
801,477.102,0.012
802,477.021,0.051
803,476.761,0.007
804,476.74,0.014
805,476.72,0.034
806,476.697,0.016
807,476.635,0.01
808,476.553,0.031
809,476.503,0.042
810,476.41,0.013
811,476.327,0.013
812,476.306,0.036
813,476.224,0.022
814,476.195,0.01
815,476.109,0.016
816,475.918,0.006
817,475.888,0.017
818,475.857,0.011
819,475.693,0.025
820,475.604,0.009
821,475.585,0.013
822,475.572,0.016
823,475.57,0.008
824,475.458,0.013
825,475.388,0.022
826,475.26,0.016
827,475.168,0.021
828,474.941,0.019
829,474.899,0.013
830,474.745,0.011
831,474.73,0.009
832,474.633,0.012
833,474.57,0.02
834,474.539,0.014
835,474.526,0.017
836,474.486,0.032
837,474.483,0.014
838,474.377,0.017
839,474.354,0.012
840,474.263,0.014
841,474.169,0.009
842,474.111,0.013
843,474.081,0.011
844,473.973,0.017
845,473.868,0.013
846,473.824,0.011
847,473.782,0.046
848,473.759,0.103
849,473.755,0.014
850,473.646,0.02
851,473.638,0.01
852,473.563,0.049
853,473.521,0.012
854,473.426,0.091
855,473.389,0.016
856,473.312,0.014
857,473.18,0.006
858,473.017,0.018
859,473.014,0.017
860,473.003,0.014
861,472.784,0.016
862,472.782,0.013
863,472.594,0.008
864,472.368,0.013
865,472.273,0.016
866,472.156,0.013
867,472.119,0.008
868,472.044,0.028
869,471.978,0.012
870,471.934,0.01
871,471.833,0.015
872,471.759,0.011
873,471.599,0.016
874,471.585,0.04
875,471.262,0.526
876,471.255,0.02
877,471.07,0.019
878,471.062,0.007
879,471.008,0.183
880,470.953,0.012
881,470.914,0.02
882,470.798,0.01
883,470.758,0.007
884,470.737,0.012
885,470.608,0.014
886,470.495,0.014
887,470.422,0.008
888,470.403,0.016
889,470.401,0.014
890,470.29,0.014
891,470.146,0.024
892,469.962,0.105
893,469.945,0.044
894,469.888,0.015
895,469.688,0.011
896,469.62,0.006
897,469.581,0.014
898,469.546,0.006
899,469.45,0.039
900,469.402,0.035
901,469.373,0.013
902,469.371,0.015
903,469.32,0.011
904,469.308,0.011
905,469.258,0.009
906,469.108,0.017
907,469.061,0.017
908,469.007,0.009
909,468.956,0.01
910,468.941,0.017
911,468.877,0.015
912,468.672,0.01
913,468.628,0.036
914,468.372,0.035
915,468.35,0.018
916,468.305,0.012
917,468.286,0.015
918,468.207,0.021
919,468.168,0.013
920,468.098,0.021
921,467.967,0.014
922,467.966,0.021
923,467.789,0.016
924,467.672,0.019
925,467.651,0.038
926,467.611,0.009
927,467.567,0.01
928,467.451,0.044
929,467.445,0.031
930,467.237,0.023
931,467.145,0.012
932,467.095,0.011
933,467.086,0.017
934,467.01,0.017
935,467.005,0.047
936,466.926,0.013
937,466.887,0.025
938,466.855,0.027
939,466.717,0.028
940,466.697,0.086
941,466.533,0.025
942,466.244,0.014
943,466.198,0.012
944,466.027,0.012
