rank,zdock_score,dockq
574,879.506,0.03
575,879.334,0.01
576,878.844,0.007
577,878.822,0.006
578,878.796,0.023
579,878.663,0.005
580,878.63,0.019
581,878.534,0.017
582,878.425,0.005
583,878.001,0.017
584,877.984,0.007
585,877.975,0.005
586,877.628,0.005
587,877.496,0.005
588,877.319,0.033
589,876.888,0.017
590,876.878,0.005
591,876.812,0.037
592,876.37,0.004
593,875.961,0.005
594,875.913,0.007
595,875.628,0.01
596,875.454,0.007
597,875.448,0.018
598,875.371,0.024
599,874.834,0.004
600,874.83,0.026
601,874.823,0.022
602,874.434,0.058
603,873.766,0.013
604,873.073,0.038
605,872.561,0.007
606,871.807,0.029
607,871.773,0.008
608,871.132,0.016
609,871.043,0.007
610,870.32,0.03
611,870.228,0.006
612,870.199,0.03
613,870.073,0.009
614,869.776,0.02
615,869.73,0.031
616,869.652,0.02
617,869.457,0.008
618,869.342,0.005
619,868.903,0.04
620,868.885,0.006
621,868.207,0.005
622,868.195,0.007
623,867.934,0.005
624,867.921,0.01
625,867.742,0.012
626,867.617,0.008
627,867.27,0.009
628,867.171,0.005
629,866.959,0.008
630,866.912,0.037
631,866.747,0.035
632,866.721,0.011
633,865.81,0.023
634,865.734,0.005
635,865.662,0.006
636,865.492,0.008
637,865.203,0.007
638,865.203,0.005
639,865.166,0.006
640,865.071,0.055
641,864.992,0.022
642,864.941,0.005
643,864.939,0.01
644,864.811,0.009
645,864.629,0.022
646,864.484,0.009
647,863.782,0.027
648,863.748,0.032
649,863.675,0.018
650,863.5,0.01
651,862.831,0.005
652,862.83,0.029
653,862.711,0.007
654,862.684,0.007
655,862.623,0.022
656,862.452,0.006
657,862.326,0.008
658,862.229,0.025
659,862.15,0.006
660,862.09,0.017
661,861.891,0.006
662,861.834,0.014
663,861.688,0.019
664,861.664,0.006
665,861.565,0.011
666,861.42,0.006
667,861.289,0.006
668,860.989,0.021
669,860.956,0.01
670,860.851,0.006
671,860.528,0.005
672,860.389,0.005
673,860.385,0.005
674,860.172,0.007
675,860.014,0.004
676,859.939,0.01
677,859.905,0.005
678,859.836,0.007
679,859.698,0.005
680,859.396,0.006
681,859.345,0.014
682,859.234,0.005
683,859.225,0.026
684,859.189,0.006
685,858.881,0.009
686,858.711,0.021
687,858.611,0.012
688,858.535,0.009
689,858.123,0.05
690,857.91,0.01
691,857.834,0.006
692,857.822,0.007
693,857.668,0.022
694,857.103,0.022
695,856.632,0.025
696,856.588,0.011
697,856.56,0.009
698,856.501,0.006
699,856.488,0.007
700,856.412,0.006
701,856.332,0.006
702,856.273,0.005
703,856.016,0.005
704,855.88,0.005
705,855.842,0.016
706,855.774,0.008
707,855.536,0.006
708,855.363,0.022
709,855.272,0.027
710,855.16,0.031
711,855.004,0.007
712,854.997,0.007
713,854.896,0.007
714,854.867,0.006
715,854.703,0.005
716,854.519,0.007
717,854.508,0.005
718,854.309,0.008
719,854.153,0.005
720,854.123,0.009
721,853.962,0.012
722,853.912,0.006
723,853.89,0.009
724,853.803,0.007
725,853.677,0.006
726,853.627,0.006
727,853.495,0.016
728,853.307,0.006
729,853.302,0.008
730,853.216,0.009
731,853.039,0.007
732,853.014,0.008
733,852.659,0.005
734,852.211,0.024
735,852.109,0.007
736,852.08,0.005
737,851.661,0.006
738,851.557,0.036
739,851.241,0.022
740,851.24,0.032
741,851.117,0.023
742,850.795,0.006
743,850.737,0.016
744,850.641,0.005
745,850.619,0.009
746,850.616,0.005
747,850.371,0.03
748,850.167,0.007
749,849.983,0.034
750,849.888,0.005
751,849.725,0.005
752,849.682,0.019
753,849.454,0.051
754,849.161,0.007
755,849.083,0.009
756,848.988,0.004
757,848.638,0.04
758,848.504,0.014
759,848.431,0.004
760,848.418,0.005
761,848.371,0.005
762,848.164,0.006
763,848.16,0.024
764,848.041,0.012
765,847.683,0.091
766,847.646,0.013
767,847.613,0.059
768,847.605,0.008
769,847.604,0.006
770,847.534,0.008
771,847.39,0.006
772,847.307,0.019
773,847.096,0.024
774,846.925,0.006
775,846.902,0.05
776,846.844,0.009
777,846.732,0.005
778,846.625,0.005
779,846.51,0.006
780,846.5,0.008
781,846.398,0.007
782,846.193,0.01
783,846.129,0.008
784,845.936,0.018
785,845.704,0.007
786,845.69,0.036
787,845.541,0.007
788,845.483,0.004
789,845.412,0.006
790,845.344,0.005
791,845.143,0.006
792,844.829,0.043
793,844.705,0.005
794,844.666,0.005
795,844.489,0.005
796,844.487,0.013
797,844.422,0.005
798,844.37,0.021
799,844.336,0.004
800,844.307,0.005
801,844.021,0.016
802,843.984,0.007
803,843.849,0.08
804,843.816,0.006
805,843.808,0.005
806,843.773,0.005
807,843.739,0.007
808,843.163,0.006
809,843.142,0.005
810,843.141,0.007
811,842.741,0.018
812,842.733,0.007
813,842.59,0.005
814,842.398,0.006
815,842.323,0.007
816,842.114,0.005
817,842.053,0.021
818,842.039,0.005
819,841.826,0.005
820,841.727,0.025
821,841.548,0.005
822,841.484,0.007
823,841.365,0.013
824,841.31,0.013
825,841.137,0.011
826,841.076,0.018
827,840.825,0.014
828,840.684,0.006
829,840.449,0.007
830,840.417,0.005
831,840.415,0.018
832,840.048,0.005
833,840.021,0.024
834,839.996,0.016
835,839.983,0.02
836,839.857,0.013
837,839.812,0.009
838,839.641,0.034
839,839.547,0.008
840,839.479,0.005
841,839.403,0.005
842,839.337,0.029
843,839.282,0.008
844,839.255,0.012
845,839.201,0.024
846,839.14,0.008
847,839.051,0.005
848,838.93,0.007
849,838.887,0.013
850,838.701,0.006
851,838.639,0.017
852,838.602,0.007
853,838.577,0.065
854,838.476,0.006
855,838.276,0.005
856,838.152,0.006
857,838.127,0.006
858,837.987,0.006
859,837.919,0.007
860,837.86,0.007
861,837.708,0.005
862,837.516,0.019
863,837.51,0.006
864,837.504,0.005
865,837.318,0.016
866,836.93,0.005
867,836.602,0.068
868,836.509,0.007
869,836.435,0.018
870,836.402,0.019
871,836.371,0.01
872,836.162,0.033
873,836.001,0.006
874,835.903,0.031
875,835.834,0.006
876,835.576,0.008
877,835.51,0.044
878,835.424,0.005
879,835.407,0.024
880,835.158,0.01
881,834.962,0.027
882,834.742,0.008
883,834.55,0.035
884,834.487,0.005
885,834.294,0.028
886,834.275,0.016
887,834.24,0.006
888,833.691,0.005
889,833.665,0.006
890,833.568,0.009
891,833.562,0.008
892,833.41,0.017
893,833.394,0.02
894,833.136,0.005
895,832.945,0.007
896,832.924,0.006
897,832.789,0.006
898,832.717,0.009
899,832.686,0.005
900,832.639,0.005
901,832.604,0.007
902,832.479,0.012
903,832.434,0.008
904,832.356,0.007
905,832.35,0.015
906,831.625,0.015
907,831.605,0.008
908,831.568,0.016
909,831.435,0.047
910,831.264,0.011
911,831.188,0.006
