rank,zdock_score,dockq
977,969.81,0.03
978,969.787,0.003
979,969.546,0.002
980,969.376,0.003
981,969.297,0.003
982,969.288,0.014
983,969.127,0.008
984,969.068,0.016
985,968.864,0.004
986,968.837,0.005
987,968.835,0.005
988,968.81,0.003
989,968.698,0.003
990,968.531,0.01
991,968.483,0.003
992,968.478,0.009
993,968.354,0.01
994,968.26,0.004
995,967.791,0.004
996,967.732,0.003
997,967.601,0.004
998,967.499,0.009
999,967.424,0.006
1000,967.293,0.454
