rank,zdock_score,dockq
807,674.415,0.005
808,674.33,0.004
809,674.291,0.004
810,674.221,0.005
811,674.158,0.004
812,674.108,0.004
813,673.933,0.004
814,673.852,0.004
815,673.797,0.004
816,673.78,0.004
817,673.744,0.005
818,673.668,0.004
819,673.63,0.004
820,673.628,0.005
821,673.594,0.004
822,673.447,0.004
823,673.272,0.004
824,673.244,0.004
825,673.229,0.004
826,673.139,0.004
827,673.059,0.004
828,672.816,0.004
829,672.748,0.004
830,672.722,0.004
831,672.677,0.004
832,672.603,0.004
833,672.537,0.003
834,672.427,0.004
835,672.23,0.004
836,672.084,0.005
837,672.022,0.005
838,671.961,0.006
839,671.958,0.003
840,671.93,0.004
841,671.929,0.004
842,671.751,0.005
843,671.731,0.004
844,671.657,0.007
845,671.552,0.007
846,671.355,0.005
847,671.347,0.005
848,671.313,0.004
849,671.159,0.004
850,671.09,0.004
851,671.083,0.005
852,671.044,0.005
853,671.034,0.004
854,670.946,0.004
855,670.788,0.004
856,670.726,0.004
857,670.688,0.004
858,670.66,0.004
859,670.521,0.004
860,670.441,0.005
861,670.384,0.004
862,670.354,0.004
863,670.342,0.004
864,670.286,0.007
865,670.184,0.004
866,670.025,0.004
867,669.831,0.004
868,669.669,0.004
869,669.373,0.009
870,669.357,0.004
871,669.307,0.005
872,669.198,0.007
873,669.169,0.004
874,668.921,0.005
875,668.888,0.004
876,668.882,0.005
877,668.52,0.004
878,668.443,0.005
879,668.285,0.004
880,668.277,0.004
881,668.095,0.004
882,667.951,0.004
883,667.904,0.005
884,667.77,0.005
885,667.682,0.005
886,667.655,0.005
887,667.534,0.005
888,667.499,0.004
889,667.479,0.004
890,667.473,0.008
891,667.449,0.004
892,667.389,0.004
893,667.102,0.004
894,667.055,0.004
895,667.052,0.004
896,667.034,0.004
897,666.931,0.004
898,666.914,0.004
899,666.914,0.005
900,666.899,0.004
901,666.808,0.005
902,666.708,0.004
903,666.69,0.006
904,666.522,0.007
905,666.515,0.004
906,666.367,0.004
907,666.318,0.004
908,666.269,0.004
909,666.228,0.004
910,666.198,0.005
911,666.18,0.003
912,666.024,0.004
913,666.011,0.005
914,665.887,0.006
915,665.201,0.005
916,665.181,0.004
917,665.086,0.006
918,665.002,0.004
919,664.913,0.005
920,664.908,0.004
921,664.869,0.004
922,664.857,0.004
923,664.754,0.005
924,664.717,0.005
925,664.559,0.007
926,664.471,0.004
927,664.409,0.005
